NAME1,HEX1,HEX1a,NAME2,HEX2,HEX2a,RATIO,CODE
Iroko,#3F3222,#655036,Shamrock,#29C48F,#42ffe5,5.6,AA
Jazzberry Jam,#A00055,#ff0088,Green Yellow,#9FE906,#feff0a,5.4,AA
Purple Heart,#9302C1,#eb03ff,Sunflower,#E4DB33,#ffff52,4.8,AA
Deep Koamaru,#06177A,#0a25c3,Galliano,#DFB626,#ffff3d,7.7,AAA
Quincy,#684437,#a66d58,Wattle,#C5C945,#ffff6e,4.8,AA
Guardsman Red,#D22517,#ff3b25,Reef,#D6FE9E,#fffffd,4.6,AA
Jaguar,#060510,#0a081a,Copper,#A36B36,#ffab56,4.5,AA
Lotus,#722B2C,#b64546,Glacier,#85BED4,#d5ffff,4.9,AA
Cutty Sark,#5D7A72,#95c3b6,Feta,#F3FFEE,#ffffff,4.5,AA
Purple Heart,#6837D8,#a658ff,Granny Apple,#C3EDDB,#ffffff,5.3,AA
Midnight,#1A1B3B,#2a2b5e,Key Lime Pie,#B7CB41,#ffff68,9.2,AAA
Thunder,#321D27,#502e3e,Galliano,#DAB20F,#ffff18,7.7,AAA
Ultramarine,#1E048A,#3006dd,Malibu,#8CC2EF,#e0ffff,7.7,AAA
Cape Cod,#3B4043,#5e666b,Biloba Flower,#BDA7EF,#ffffff,5,AA
Revolver,#311024,#4e1a3a,Can Can,#DC8C9E,#ffe0fd,6.7,AA
Stratos,#030B43,#05126b,Viridian,#488A75,#73ddbb,4.6,AA
Ultramarine,#3111AC,#4e1bff,Deco,#C4D389,#ffffdb,7.2,AAA
Red Violet,#CA078D,#ff0be2,Golden Fizz,#F9FC4A,#ffff76,4.9,AA
Onion,#2A2408,#433a0d,Magenta,#E85E9C,#ff96fa,4.8,AA
Pesto,#807330,#cdb84d,Twilight Blue,#EDFDFE,#ffffff,4.6,AA
Shocking Pink,#CB06A2,#ff0aff,Tidal,#EFFBA9,#ffffff,4.7,AA
Mirage,#121B32,#1d2b50,Red Damask,#D5703C,#ffb360,5.1,AA
Violent Violet,#241367,#3a1ea5,Apple,#11A73A,#1bff5d,4.8,AA
Purple Heart,#5745E0,#8b6eff,Madang,#AFFCC1,#ffffff,5.3,AA
Tabasco,#B2351E,#ff5530,Starship,#E3E626,#ffff3d,4.6,AA
Dark Blue,#3138FF,#4e5aff,Tidal,#DEF4A5,#ffffff,5.6,AA
Dark Blue,#1404CC,#2006ff,Malachite,#02D841,#03ff68,5.7,AA
Lucky Point,#071E6E,#0b30b0,Olivine,#89B673,#dbffb8,6.3,AA
Jazzberry Jam,#A00150,#ff0280,Screamin Green,#74DD52,#baff83,4.7,AA
Navy Blue,#100182,#1a02d0,Moody Blue,#7C86EE,#c6d6ff,4.8,AA
Melanzane,#310026,#4e003d,Alizarin Crimson,#EE4146,#ff6870,4.7,AA
Dark Blue,#4826DF,#733dff,Submarine,#BBC4C4,#ffffff,4.5,AA
Valhalla,#271D5A,#3e2e90,Fountain Blue,#22A7AE,#36ffff,5.1,AA
Jacaranda,#330B34,#521253,Razzle Dazzle Rose,#ED20C1,#ff33ff,4.5,AA
Minsk,#422F7D,#6a4bc8,Tonys Pink,#E3A489,#ffffdb,5.1,AA
Tolopea,#08044C,#0d067a,Blue Marguerite,#6F72DE,#b2b6ff,4.5,AA
Pine Green,#0E7363,#16b89e,Starship,#E4F347,#ffff72,4.7,AA
Tamarind,#32121D,#501d2e,Khaki,#F3E58C,#ffffe0,13.2,AAA
Matisse,#1C6EA6,#2db0ff,Jonquil,#F4FF93,#ffffeb,5.1,AA
Fun Green,#03622F,#059d4b,Mindaro,#CEEA74,#ffffba,5.6,AA
Green Pea,#0B573E,#128b63,Harvest Gold,#E4C07E,#ffffca,5,AA
Dark Blue,#281BCD,#402bff,Tan,#CEB285,#ffffd5,4.9,AA
Stromboli,#2B5443,#45866b,Swamp Green,#BEC39A,#fffff6,4.7,AA
Bordeaux,#5F0C29,#981342,Lima,#4DBE21,#7bff35,5.5,AA
Black Pearl,#061325,#0a1e3b,Chetwode Blue,#7C7CC4,#c6c6ff,4.9,AA
Bossanova,#50225F,#803698,Feijoa,#A0C970,#ffffb3,6.4,AA
Dark Blue,#4F24D7,#7e3aff,Algae Green,#92E5B0,#eaffff,5.5,AA
Martinique,#3F2D50,#654880,Calico,#DFBB8E,#ffffe3,6.8,AA
Bleached Cedar,#2E2033,#4a3352,Razzle Dazzle Rose,#F145C5,#ff6eff,4.7,AA
Jagger,#37175D,#582595,Shakespeare,#4BA7CF,#78ffff,5.4,AA
Marshland,#021211,#031d1b,Violet Red,#FC3584,#ff55d3,5.5,AA
Blue Ribbon,#2155E6,#3588ff,Inch Worm,#C7FB40,#ffff66,4.9,AA
Violent Violet,#180B5F,#261298,Porsche,#DAA15F,#ffff98,7.4,AAA
Dark Blue,#4B17EC,#7825ff,Grandis,#F1C981,#ffffce,5.1,AA
Vivid Violet,#7C3194,#c64eed,Putty,#E5C980,#ffffcd,4.8,AA
Bay Of Many,#21418F,#3568e5,Gray Nickel,#BEC2BD,#ffffff,5.2,AA
Sepia Black,#240114,#3a0220,Amaranth,#F0305E,#ff4d96,4.9,AA
Bunting,#24244E,#3a3a7d,Christi,#6FA82E,#b2ff4a,5.1,AA
Cherry Pie,#380960,#5a0e9a,Lightning Yellow,#F5B710,#ffff1a,8.5,AAA
Persian Blue,#073FBD,#0b65ff,Chartreuse,#81F00A,#ceff10,5.9,AA
Camelot,#7F2958,#cb428d,Bermuda,#64D5C1,#a0ffff,5,AA
Deep Fir,#033000,#054d00,Acapulco,#77B7AB,#beffff,6.4,AA
Razzmatazz,#C90464,#ff06a0,Quarter Spanish White,#F5F2E0,#ffffff,5.1,AA
Persian Blue,#3035C8,#4d55ff,Caribbean Green,#21F5A7,#35ffff,5.9,AA
Jaguar,#08000A,#0d0010,Toast,#A5705F,#ffb398,5,AA
Chocolate,#3E080B,#630d12,Radical Red,#F2405E,#ff6696,4.6,AA
Marshland,#05100B,#081a12,Pink Flamingo,#D23DD9,#ff62ff,5,AA
Black Rock,#0B0236,#120356,Heliotrope,#C33BD9,#ff5eff,4.6,AA
Revolver,#28102E,#401a4a,Cornflower Blue,#2C89E4,#46dbff,4.8,AA
Hunter Green,#111C09,#1b2d0e,Danube,#7299D5,#b6f5ff,6.1,AA
Castro,#560C26,#8a133d,Silver Tree,#73BA92,#b8ffea,6.2,AA
Sambuca,#392115,#5b3522,Picton Blue,#05AAE6,#08ffff,5.6,AA
Fun Blue,#0657A2,#0a8bff,Feijoa,#A8E186,#ffffd6,4.8,AA
Woody Brown,#482D34,#734853,Jungle Green,#0FB594,#18ffed,4.7,AA
Jacarta,#473273,#7250b8,Malachite,#19D159,#28ff8e,5.2,AA
Catalina Blue,#22317F,#364ecb,Emerald,#18CD6A,#26ffaa,5.5,AA
Clairvoyant,#49004F,#75007e,Cornflower Blue,#5A96EC,#90f0ff,5,AA
Black,#1C1F1F,#2d3232,Tango,#EA7D1A,#ffc82a,5.9,AA
Jacaranda,#330430,#52064d,Cerulean,#22A3D5,#36ffff,6.1,AA
Violet Eggplant,#A81CB9,#ff2dff,Peach Schnapps,#FCDCD6,#ffffff,4.6,AA
Cumin,#9E4B2C,#fd7846,Sulu,#D0FE79,#ffffc2,5.2,AA
Wine Berry,#481129,#731b42,Persian Green,#0EA997,#16fff2,5.1,AA
Arapawa,#0C0369,#1305a8,Chateau Green,#10AB50,#1aff80,5.6,AA
Cola,#3A2504,#5d3b06,Burnt Sienna,#F47255,#ffb688,5.1,AA
Meteorite,#3B1775,#5e25bb,Jade,#07BA7E,#0bffca,5.3,AA
Rangoon Green,#1D2011,#2e331b,Scarlet,#FA3845,#ff5a6e,4.5,AA
Tom Thumb,#3F5935,#658e55,Golden Fizz,#E5FA3B,#ffff5e,6.7,AA
Bay Of Many,#2B377E,#4558ca,London Hue,#BFA8C5,#ffffff,4.9,AA
Violet,#1F0138,#32025a,Bilbao,#548A34,#86dd53,4.5,AA
Axolotl,#465F43,#70986b,Onahau,#CAF2FF,#ffffff,5.9,AA
Maroon,#BF2B58,#ff458d,Inch Worm,#BCF865,#ffffa2,4.5,AA
Solid Pink,#7C3843,#c65a6b,Bird Flower,#D5C925,#ffff3b,4.9,AA
Outer Space,#283E3E,#406363,Yellow Green,#C3DD72,#ffffb6,7.5,AAA
Jacksons Purple,#00208D,#0033e2,Picton Blue,#3FC4FF,#65ffff,6.6,AA
Dark Fern,#104101,#1a6802,Yellow Green,#B7D77C,#ffffc6,7.3,AAA
Violet Eggplant,#AC24C3,#ff3aff,Golden Fizz,#EAF737,#ffff58,4.7,AA
Daisy Bush,#621C99,#9d2df5,Scooter,#48C8D9,#73ffff,4.9,AA
Purple,#760CA7,#bd13ff,Pastel Green,#63E583,#9effd2,5.5,AA
Violet Eggplant,#9706A4,#f20aff,Aero Blue,#CCFAE2,#ffffff,6.4,AA
Dark Blue,#062ACF,#0a43ff,Atlantis,#88C91C,#daff2d,4.7,AA
Black,#110419,#1b0628,Key Lime Pie,#C3BD21,#ffff35,10.1,AAA
Black,#080407,#0d060b,Purple Heart,#8B61E5,#de9bff,4.8,AA
Fern Frond,#66722F,#a3b64b,Derby,#FCEED7,#ffffff,4.6,AA
Haiti,#28183B,#40265e,Christi,#61AD24,#9bff3a,5.8,AA
Ripe Plum,#3B0050,#5e0080,Deep Blush,#DA6B90,#ffabe6,5,AA
Haiti,#1A133E,#2a1e63,Lavender Purple,#837CBB,#d2c6ff,4.6,AA
Jon,#38202A,#5a3343,Hopbush,#D36BB4,#ffabff,4.6,AA
Sepia Black,#2B0615,#450a22,Caribbean Green,#3FF7B3,#65ffff,13.3,AAA
Daintree,#0A2331,#10384e,Lavender,#A972C5,#ffb6ff,4.5,AA
Toledo,#3B0422,#5e0636,Shakespeare,#6BABC9,#abffff,6.8,AA
Violet Eggplant,#9A0CA6,#f613ff,Pastel Green,#95E478,#eeffc0,4.6,AA
Violet Eggplant,#860793,#d60beb,Putty,#D8C98A,#ffffdd,5.1,AA
Bossanova,#602A60,#9a439a,Whiskey,#E0A071,#ffffb5,4.7,AA
Revolver,#1E0D27,#30153e,Lilac Bush,#9B69C3,#f8a8ff,4.6,AA
Valhalla,#27174E,#3e257d,Charm,#C87286,#ffb6d6,4.7,AA
Cardinal Pink,#890966,#db0ea3,Turquoise Blue,#36D5E6,#56ffff,5.1,AA
Olivetone,#656609,#a2a30e,Inch Worm,#BEF540,#ffff66,4.7,AA
Tolopea,#120243,#1d036b,Cerulean,#199ACA,#28f6ff,5.8,AA
Black Russian,#16031E,#230530,Lilac Bush,#9174C8,#e8baff,5.2,AA
Camelot,#7E244F,#ca3a7e,Pastel Green,#80D25C,#cdff93,5,AA
Red Violet,#C01C98,#ff2df3,Mindaro,#E0FB86,#ffffd6,4.7,AA
Revolver,#25071E,#3b0b30,Hot Magenta,#E51CD8,#ff2dff,4.9,AA
Olivetone,#80740A,#cdba10,Narvik,#EFFCF4,#ffffff,4.5,AA
Haiti,#100C2E,#1a134a,Chateau Green,#199245,#28ea6e,4.7,AA
Purple Heart,#9511CC,#ee1bff,Golden Fizz,#E5EC12,#ffff1d,5.1,AA
Voodoo,#4B2B41,#784568,Downy,#5FC0B0,#98ffff,5.6,AA
Biscay,#112F5B,#1b4b92,Shakespeare,#47A8CD,#72ffff,4.9,AA
Eminence,#6F1671,#b223b5,Spring Green,#0FFD72,#18ffb6,7.5,AAA
Cod Gray,#0B0B0B,#121212,Blue Violet,#7D6FBE,#c8b2ff,4.6,AA
Cardinal Pink,#8D075C,#e20b93,Olivine,#99C38C,#f5ffe0,4.5,AA
Diesel,#0C0105,#130208,Cape Palliser,#A7663C,#ffa360,4.5,AA
Martinique,#362447,#563a72,Portage,#8C93D5,#e0ebff,4.8,AA
Blue Dianne,#09404B,#0e6678,Spring Green,#3AFD7E,#5dffca,8.4,AAA
Cosmic,#6C375C,#ad5893,Thistle Green,#D3CDAA,#ffffff,5.6,AA
Cognac,#953205,#ee5008,Spring Green,#48F78A,#73ffdd,5.5,AA
Bossanova,#683D71,#a662b5,Tacha,#CAC56A,#ffffaa,4.7,AA
Bulgarian Rose,#4A0808,#760d0d,Aquamarine,#09FBD5,#0effff,11.9,AAA
Dark Blue,#4643FB,#706bff,Starship,#ECEF45,#ffff6e,4.9,AA
Electric Violet,#9E21E4,#fd35ff,Tusk,#F2F8C8,#ffffff,5,AA
Purple,#6B01A0,#ab02ff,Periwinkle,#BBC4F1,#ffffff,5.7,AA
Vivid Violet,#9E4CA4,#fd7aff,Jonquil,#EAFF9C,#fffffa,4.8,AA
Governor Bay,#3B48BD,#5e73ff,Jonquil,#F3FC94,#ffffed,6.7,AA
Vivid Violet,#944F9F,#ed7efe,Narvik,#EBFAF3,#ffffff,5,AA
Electric Violet,#832CF1,#d246ff,Beryl Green,#E3EBC7,#ffffff,4.7,AA
Tory Blue,#375AB3,#5890ff,Aquamarine,#5DFDBF,#95ffff,5,AA
Turtle Green,#2F3B12,#4b5e1d,Shamrock,#2ACCAA,#43ffff,5.9,AA
Bunker,#030E12,#05161d,Portage,#7C9CEA,#c6faff,7.3,AAA
Blue Gem,#271998,#3e28f3,Java,#32CAD0,#50ffff,6.3,AA
Plum,#892077,#db33be,Aquamarine Blue,#67DCE2,#a5ffff,5.1,AA
Firefly,#042727,#063e3e,Hot Cinnamon,#DE6628,#ffa340,4.6,AA
Night Shadz,#981947,#f32872,Aquamarine,#1AFAD5,#2affff,6.1,AA
Jagger,#380754,#5a0b86,Pink Flamingo,#EA50F1,#ff80ff,5.2,AA
Violet Eggplant,#A70694,#ff0aed,Bahia,#B9E338,#ffff5a,4.6,AA
Black Russian,#070927,#0b0e3e,Trendy Green,#798B10,#c2de1a,5.1,AA
Lucky Point,#041466,#0620a3,Steel Blue,#5D8EB6,#95e3ff,4.6,AA
Maroon Flush,#AE0A42,#ff106a,Caribbean Green,#4BE7A0,#78ffff,4.5,AA
Blue Violet,#6A60B5,#aa9aff,Peppermint,#E6F6E3,#ffffff,4.7,AA
Gondola,#231316,#381e23,Malachite,#0AC528,#10ff40,7.7,AAA
Vivid Violet,#74338F,#ba52e5,Honeysuckle,#E9FF85,#ffffd5,7.3,AAA
St Tropaz,#005094,#0080ed,Turquoise Blue,#5AE2F1,#90ffff,5.3,AA
Purple Heart,#6214BD,#9d20ff,Screamin Green,#52FC84,#83ffd3,6.6,AA
Black,#190F21,#281835,Bright Turquoise,#21F5E1,#35ffff,13.4,AAA
Persian Blue,#3133B6,#4e52ff,Emerald,#10D788,#1affda,4.9,AA
Blumine,#135E78,#1e96c0,Granny Smith Apple,#B3FBB0,#ffffff,6,AA
Kaitoke Green,#15471D,#22722e,Malachite,#04C851,#06ff82,4.8,AA
Woodsmoke,#11070D,#1b0b15,Royal Blue,#3573EA,#55b8ff,4.5,AA
Jazzberry Jam,#C02864,#ff40a0,Mindaro,#DFF990,#ffffe6,4.9,AA
Violet Eggplant,#8F198B,#e528de,Bright Turquoise,#14E1E1,#20ffff,4.8,AA
Biscay,#1B2F64,#2b4ba0,Shakespeare,#5BA7CA,#92ffff,4.8,AA
Aubergine,#430A17,#6b1025,Galliano,#E2B823,#ffff38,8.6,AAA
Kabul,#594138,#8e685a,Black Haze,#F8F7F9,#ffffff,8.8,AAA
Gulf Blue,#001154,#001b86,Mandalay,#AA7E30,#ffca4d,4.7,AA
Lucky Point,#10105E,#1a1a96,Picton Blue,#00ADE4,#00ffff,6.4,AA
Firefly,#133138,#1e4e5a,Wafer,#D9CDCA,#ffffff,8.9,AAA
Purple,#6414AA,#a020ff,Malachite,#3ED720,#63ff33,4.9,AA
Purple Heart,#A60BCB,#ff12ff,Las Palmas,#DAF535,#ffff55,4.8,AA
Blue Gem,#07168D,#0b23e2,Persian Pink,#ED71AA,#ffb5ff,5,AA
Black Rock,#100638,#1a0a5a,Steel Blue,#5282B4,#83d0ff,4.7,AA
Firefly,#182732,#263e50,Lavender,#B877D1,#ffbeff,4.8,AA
Resolution Blue,#1E1F79,#3032c2,Shakespeare,#4EA2C8,#7dffff,4.8,AA
Smalt,#143296,#2050f0,Mantis,#6CC973,#adffb8,5.3,AA
Ultramarine,#0B0696,#120af0,Mountain Mist,#9C9DA1,#fafbff,5.2,AA
Scampi,#57589E,#8b8dfd,Spring Green,#03FF9F,#05fffe,4.8,AA
Jacarta,#3D2F6E,#624bb0,Apple,#39BB48,#5bff73,4.6,AA
Dark Blue,#4726D9,#723dff,Moon Raker,#BEC4ED,#ffffff,4.8,AA
Cerulean Blue,#4253B9,#6a85ff,Screamin Green,#96FF70,#f0ffb3,5.3,AA
Purple Heart,#5B0FC4,#9218ff,Lima,#86D835,#d6ff55,5.1,AA
Midnight,#011631,#02234e,Lavender,#CF8AD8,#ffddff,7.1,AAA
Woodsmoke,#0E0E13,#16161e,Moody Blue,#7E72C8,#cab6ff,4.7,AA
Jon,#3C1C1E,#602d30,Christi,#61AC13,#9bff1e,5.4,AA
Vivid Violet,#76247C,#bd3ac6,Putty,#E4C78B,#ffffde,5.5,AA
Biscay,#0C2959,#13428e,Puce,#D48B98,#ffdef3,5.4,AA
Zuccini,#084526,#0d6e3d,Apple,#64C646,#a0ff70,5.1,AA
Blue Bayoux,#5A7084,#90b3d3,Aero Blue,#BBFFE4,#ffffff,4.5,AA
Haiti,#1C133B,#2d1e5e,Lime,#C0FA29,#ffff42,14.1,AAA
Jaguar,#020210,#03031a,Torch Red,#F81A29,#ff2a42,5.1,AA
Ripe Plum,#44035E,#6d0596,Lima,#7FD502,#cbff03,8,AAA
Buccaneer,#5B252D,#923b48,Malachite,#21D340,#35ff66,6,AA
Turtle Green,#223800,#365a00,Powder Ash,#B9C4BC,#ffffff,7.2,AAA
Blue Gem,#4521A6,#6e35ff,Bright Turquoise,#06E7D7,#0affff,6.6,AA
Eggplant,#643C4E,#a0607d,Malachite,#42DE3A,#6aff5d,5.1,AA
Haiti,#0D0B31,#15124e,Luxor Gold,#A88E35,#ffe355,5.9,AA
Tiber,#053035,#084d55,Emerald,#1FCE87,#32ffd8,6.9,AA
Cinder,#0A101A,#101a2a,Azure Radiance,#0D7AEE,#15c3ff,4.6,AA
Tolopea,#240048,#3a0073,Emerald,#3BB85D,#5eff95,7,AAA
Jaguar,#150511,#22081b,Toast,#A77665,#ffbda2,5.1,AA
Deep Sea Green,#1F5E5E,#329696,Chartreuse Yellow,#E4FB02,#ffff03,6.4,AA
Kilamanjaro,#1E0702,#300b03,Chestnut Rose,#CD535B,#ff8592,4.6,AA
Violet Eggplant,#AD04C1,#ff06ff,Rice Flower,#DFF7D8,#ffffff,5.2,AA
Mahogany,#520704,#830b06,Emerald,#2BF199,#45fff5,10.2,AAA
Gigas,#553E9A,#8863f6,Shamrock,#40E2C3,#66ffff,5.1,AA
Jagger,#2C1357,#461e8b,Cranberry,#EA5783,#ff8bd2,4.6,AA
Deep Sapphire,#1B2168,#2b35a6,Orchid,#DFA7DB,#ffffff,7.3,AAA
Siren,#951248,#ee1d73,Yellow Green,#AAD467,#ffffa5,5,AA
Daisy Bush,#5533A4,#8852ff,Lavender Gray,#C2BEDA,#ffffff,4.9,AA
Madison,#04225C,#063693,Emerald,#67D281,#a5ffce,8,AAA
Blue Gem,#3B1A9A,#5e2af6,Wattle,#DECE3B,#ffff5e,7.2,AAA
Blue Ribbon,#1043EA,#1a6bff,Link Water,#D0EAFB,#ffffff,5.6,AA
Purple Heart,#A43DE9,#ff62ff,Chilean Heath,#FDFBE5,#ffffff,4.5,AA
Persian Blue,#3D35B7,#6255ff,Ripe Lemon,#E9CB00,#ffff00,5.4,AA
Tolopea,#150342,#22056a,Red Violet,#D057B0,#ff8bff,5,AA
Revolver,#341434,#532053,Mantis,#64BD5D,#a0ff95,6.9,AA
Revolver,#2F1127,#4b1b3e,French Rose,#F94684,#ff70d3,5.1,AA
Christalle,#330262,#52039d,Olive Drab,#79951E,#c2ee30,4.6,AA
Siren,#950140,#ee0266,Bright Turquoise,#23F5EC,#38ffff,6.5,AA
Blue Gem,#1C0A8A,#2d10dd,Blue Bell,#9C9ED3,#fafdff,5.6,AA
Mardi Gras,#340334,#530553,Breaker Bay,#3D9F9D,#62fefb,5.5,AA
Valencia,#D43933,#ff5b52,Shalimar,#FAFFB8,#ffffff,4.5,AA
Toledo,#401224,#661d3a,Apple,#19A93F,#28ff65,5.1,AA
Pompadour,#720751,#b60b82,Malibu,#7EBEEA,#caffff,5.6,AA
Governor Bay,#1143BD,#1b6bff,Caribbean Green,#12F4C0,#1dffff,5.7,AA
Blue Dianne,#2E4C57,#4a7a8b,La Rioja,#B8C41B,#ffff2b,4.8,AA
Stratos,#050841,#080d68,Chelsea Cucumber,#8DA34F,#e2ff7e,6.7,AA
Van Cleef,#4C1202,#7a1d03,Purple Pizzazz,#FD26E6,#ff3dff,4.7,AA
Melanzane,#300B2B,#4d1245,Tango,#E9792B,#ffc245,6,AA
Dell,#467E2F,#70ca4b,Off Green,#E6FDF6,#ffffff,4.6,AA
Red Beech,#783C0B,#c06012,Celery,#B5CA60,#ffff9a,4.7,AA
Black,#010016,#020023,Bilbao,#3B8528,#5ed540,4.5,AA
Daisy Bush,#452EA6,#6e4aff,Inch Worm,#A8EF4B,#ffff78,6.9,AA
Red Devil,#890511,#db081b,Harvest Gold,#D9BC76,#ffffbd,5.4,AA
Toledo,#37061C,#580a2d,Golden Grass,#D3A514,#ffff20,7.6,AAA
Blue Zodiac,#1B2243,#2b366b,Deep Blush,#DC7498,#ffbaf3,5.2,AA
Governor Bay,#1539B4,#225bff,Yellow Green,#C0D36C,#ffffad,5.6,AA
Black,#0B1126,#121b3d,Vida Loca,#639622,#9ef036,5.3,AA
Midnight,#1C1934,#2d2853,Malachite,#02DD53,#03ff85,9.3,AAA
Wine Berry,#4E132B,#7d1e45,Snow Flurry,#DDF5D0,#ffffff,12.4,AAA
Arapawa,#0E025D,#160395,Hopbush,#CC5F98,#ff98f3,4.8,AA
Mikado,#23220B,#383612,Radical Red,#F44C69,#ff7aa8,4.7,AA
Daintree,#0D222E,#15364a,Raw Sienna,#C4734B,#ffb878,4.6,AA
Dark Blue,#5039EC,#805bff,Inch Worm,#9BF86A,#f8ffaa,5.1,AA
Palm Leaf,#0D3311,#15521b,Christine,#E3750E,#ffbb16,4.5,AA
Purple Heart,#6A54CF,#aa86ff,Tidal,#E3F0A0,#ffffff,4.6,AA
Christalle,#310564,#4e08a0,Blue Bell,#9591BF,#eee8ff,5.3,AA
Purple Heart,#800ED4,#cd16ff,Bright Turquoise,#32E5DD,#50ffff,4.6,AA
Tawny Port,#631D3B,#9e2e5e,Shamrock,#2CCCAB,#46ffff,5.8,AA
Jacarta,#2F2864,#4b40a0,Emerald,#4ABB6E,#76ffb0,5.4,AA
Persian Indigo,#2A0A75,#4310bb,Emerald,#10E18F,#1affe5,8.7,AAA
Claret,#741632,#ba2350,Mauve,#E0AAF3,#ffffff,5.9,AA
Bilbao,#1E7C22,#30c636,Reef,#C4FFA5,#ffffff,4.6,AA
Parsley,#27501B,#3e802b,Clam Shell,#CBB2AC,#ffffff,4.7,AA
Tropical Rain Forest,#137463,#1eba9e,Granny Smith Apple,#AFFDB3,#ffffff,4.7,AA
Cinder,#080912,#0d0e1d,Red Orange,#ED2822,#ff4036,4.7,AA
Walnut,#753E11,#bb631b,Electric Lime,#19F53B,#28ff5e,5.8,AA
Valhalla,#2D1A4C,#482a7a,Orange,#F7601C,#ff9a2d,4.9,AA
Mallard,#28310F,#404e18,Cruise,#BCE9D4,#ffffff,10.2,AAA
Black,#140A1B,#20102b,Razzmatazz,#E52E6E,#ff4ab0,4.5,AA
Tolopea,#250244,#3b036d,Lavender,#CC94F6,#ffedff,7.8,AAA
Potters Clay,#88582F,#da8d4b,Electric Lime,#C8FF14,#ffff20,5.1,AA
Persian Blue,#3B46E2,#5e70ff,Aquamarine,#13FACE,#1effff,4.9,AA
Purple Heart,#6924BB,#a83aff,Silver,#D2CBCE,#ffffff,5.1,AA
Clover,#364D1B,#567b2b,De York,#6FC999,#b2fff5,4.7,AA
Rangitoto,#2A2F20,#434b33,Thistle Green,#CCCEA2,#ffffff,8.5,AAA
Dark Blue,#2A15C2,#4322ff,Twine,#D4A263,#ffff9e,4.6,AA
Purple Heart,#4E32D7,#7d50ff,Inch Worm,#98EC59,#f3ff8e,5.2,AA
Purple Heart,#2F28C8,#4b40ff,Orchid,#F3ABDB,#ffffff,5.2,AA
Espresso,#682B1B,#a6452b,Viola,#D29EB7,#fffdff,4.8,AA
Dolphin,#695E76,#a896bd,Pearl Bush,#E8E2D5,#ffffff,4.7,AA
Black,#090404,#0e0606,Electric Violet,#B13EF7,#ff63ff,4.8,AA
Melanzane,#3C142E,#60204a,Asparagus,#89B57F,#dbffcb,6.7,AA
Blue Zodiac,#142043,#20336b,Razzle Dazzle Rose,#F65EC9,#ff96ff,5.6,AA
Black,#000104,#000206,Pink Flamingo,#CB28D9,#ff40ff,4.8,AA
Black,#080A1B,#0d102b,Red Violet,#DF2E9E,#ff4afd,4.7,AA
Disco,#930653,#eb0a85,Spring Green,#07F263,#0bff9e,5.8,AA
Amaranth,#D5184A,#ff2676,Chartreuse Yellow,#DFFE2F,#ffff4b,4.5,AA
Dark Blue,#140BBC,#2012ff,Screamin Green,#55F878,#88ffc0,8.4,AAA
Heath,#5D0516,#950823,Mountain Mist,#99949D,#f5edfb,4.7,AA
Voodoo,#502741,#803e68,Pigeon Post,#A5BDE2,#ffffff,6.4,AA
Blue,#0A27FF,#103eff,Gum Leaf,#AED7C8,#ffffff,4.9,AA
Revolver,#381735,#5a2555,Red Damask,#D76F47,#ffb272,4.7,AA
Dark Blue,#1212BD,#1d1dff,Blossom,#E9B5BB,#ffffff,6.4,AA
Valentino,#320842,#500d6a,Sapling,#D8DDA9,#ffffff,11.9,AAA
Cannon Black,#211400,#352000,Blue,#2B7AFF,#45c3ff,4.6,AA
Black,#0D0E22,#151636,Bandicoot,#797E6C,#c2caad,4.5,AA
Toledo,#320520,#500833,Jaffa,#F98D4D,#ffe27b,7.6,AAA
Toledo,#390725,#5b0b3b,Antique Brass,#B58563,#ffd59e,5.3,AA
Red Violet,#C30B87,#ff12d8,Inch Worm,#B7FB76,#ffffbd,4.6,AA
Japanese Laurel,#20700A,#33b310,Electric Lime,#1FFF28,#32ff40,4.5,AA
Kingfisher Daisy,#37097E,#580eca,Sandrift,#B09281,#ffeace,4.8,AA
Arapawa,#0D0B62,#15129d,Wild Watermelon,#F0516B,#ff82ab,4.9,AA
Meteorite,#4A2D85,#7648d5,Blizzard Blue,#A8F4FE,#ffffff,8.5,AAA
Violet,#230F40,#381866,Malachite,#36C601,#56ff02,7.6,AAA
Black Russian,#0C0620,#130a33,Luxor Gold,#947A30,#edc34d,4.8,AA
Madison,#142359,#20388e,Loblolly,#BFC5CA,#ffffff,8.5,AAA
Persian Plum,#6A0D1B,#aa152b,Carissma,#E182AE,#ffd0ff,4.7,AA
Woody Brown,#3D2B2D,#624548,Picton Blue,#3BAEED,#5effff,5.4,AA
Resolution Blue,#3A2B8E,#5d45e3,Seagull,#7DD2F1,#c8ffff,6.5,AA
Dark Blue,#1303CF,#1e05ff,Clam Shell,#D8B7AF,#ffffff,5.8,AA
Seance,#892297,#db36f2,Ice Cold,#A8FEF8,#ffffff,6.6,AA
Dark Blue,#0A00B0,#1000ff,Old Gold,#DFC445,#ffff6e,7.4,AAA
Firefly,#0F2830,#18404d,Lavender,#B278C6,#ffc0ff,4.7,AA
Bunker,#020C15,#031322,Hopbush,#B3699F,#ffa8fe,5.1,AA
Resolution Blue,#0C2682,#133dd0,Mauve,#F2B4F4,#ffffff,7.8,AAA
Cerise Red,#D42F61,#ff4b9b,Moon Glow,#FDFEDC,#ffffff,4.7,AA
